name,address,rating,reviews,rubrics,lat,lon,цены,отзывы_собрано,текст_отзыва,положительных_слов,отрицательных_слов
"Legacy, пансионат для пожилых людей","улица Улофа Пальме, 1",5,424,Дома престарелых,55.717812,37.511862,Поддержка Для лежачих больных и пожилых с ограниченными возможностями гигиенический уход питание реабилитация после травм Проживание в комфортабельном номере: 1 300 ₽,0,,0,0
"Ритм, дом престарелых","Осоргино деревня, 159а",,220.0,Дома престарелых,55.635841,37.228388,,0,,0,0
"Опека Щукинский, пансионат","улица Габричевского, 5 к8",4.9,30,Дома престарелых,55.814275,37.456691,"5-местное: 5 100 ₽ | 4-местное: 5 750 ₽ | 3-местное: 6 500 ₽ | 2-местное: 7 700 ₽ | 1-местное: 11 700 ₽ | 1-местное Комфорт: 13 000 ₽ | 1-местное ""Всё включено"": 18 200 ₽ | Восстановление после инсульта: 11 000 ₽ | АВП для пациентов с хронической сердечной недостаточностью: 11 000 ₽ | АВП для пациентов с когнитивными нарушениями: 11 000 ₽ | Паллиативная помощь и выхаживание: 11 000 ₽ | Программа восстановительного лечения: 11 000 ₽ | Восстановление после перелома шейки бедра: 11 000 ₽",15,"Дед постоянно падал дома, уже страшно было оставлять его одного. Здесь всё под контролем камеры, охрана, кнопка вызова, полы не скользкие. Внимание к деталям на высоте. | После инфаркта папу определили на восстановление. Через месяц минус 5 кг, давление в норме, настроение лучше. Говорит, чувствует себя человеком. За это огромное спасибо медперсоналу 💚 | Пансионат рекомендую всем, кто не может справиться дома. У нас мама с деменцией, раньше не узнавала нас, а теперь хоть улыбается. Там с ней работают, и это видно.Нравится, что всё по графику, и врачи адекватные, особенно отметить хочется Таисию Дмитриевну | Пробовали дома ухаживать за бабушкой, не справились. Здесь сиделки круглосуточно, и медсестра всегда рядом. Пансионат в зелёном районе, вокруг лес, воздух другой. Сам бы туда переехал 😅 | У нас была паллиативная ситуация. Маму отправили на последние месяцы. Всё прошло спокойно, с уважением. Ни одной ссадины, всегда чистая, рядом сиделки. Это не приют, это место, где уважают человека до конца. | Папе 90 лет, проблемы с сердцем, память уже не та. Здесь за ним ухаживают, он не один, и это главное. Говорит, что чувствует себя в безопасности. Нам важно было, чтобы там не просто лежали, а жили. Так и есть. | Пока была в декрете, заботилась о дедушке самостоятельно, но вот вышла на работу и поняла, что дневное пребывание в Опеке - решение для нас. Я конечно переживаю все равно, все же чужие люди рядом, но они профессионалы в этом, в отличие от меня. Пока что меня все устраивает | Отличный пансионат, все продумано и создано для пожилых, вплоть до услуг! Реабилитологи отменные, есть психологи даже, тоже профи своего дела. Рады, что узнали про это место | Очень долго сомневалась, до последнего переживала - как же я могу единственного родного человека в пансионат отдать. Но это не тюрьма какая-то, очень уютное место, как санаторий. Пообщалась с управляющим, действительно стало легче. Пока что дедушка здесь два месяца - ни единой жалобы не было, только скучает по мне, если я долго не приезжаю навещать. Стараюсь навещать чаще | Ожидали, что реабилитация пройдет лучше, хотя результат действительно неплохой. Но давайте по порядку - у бабушки случился инсульт, ей 83 года, возраст сами понимаете какой. Очень повезло, что мы были как раз у нее в гостях, сразу же отвезли в больницу, а то я даже не знаю, что было бы. Поэтому и ожидали, что бабушку восстановят полностью - сразу после больницы обратились в Опеку. Но увы речь вернуть не удалось - понимают бабушку только самые близкие. Ходит сама, минимальные действия производит  | Бабуля здесь пожила тестовый месяц и попросилась домой. Вы бы знали причину - это очень смешно, ей хотелось кашку приготовить в своей любимой кастрюльке))) Вернулась домой и через неделю попросилась обратно - в пансионате ей спокойнее и тише, мы для нее шумные очень. | Прекрасный пансионат, и кстати сиделки у Опеки тоже отличные. Мы изначально обращались в патронажную службу, все по высшему разряду, никаких проблем. Потому и на пансионат решились. Мама здесь живет месяца три уже, ни единого нарекания в адрес персонала мы от нее не слышали. От себя могу добавить еще бонус руководству - чуткие люди, даже после того, как продали свои услуги. Это особенно приятно | Пансионат Опека - лучшее решение для нашей семьи. Папа после смерти мамы стал угасать буквально на глазах, переживали за него очень. Переезжать к нам отказался, а вот Опека показалась ему интересной - нашел там себе собеседников интересных, и с недавних пор на постоянке там живет. | Изначально ценник этого пансионата показался высоким. Но когда съездили туда, пообщались с сотрудниками, управляющей, сомнения отпали. Аккуратные симпатичные комнаты, ухоженная территория, и, что самое главное - постояльцы очень хорошо выглядят, видно, что о них заботятся. Доверили Опеке бабушку, второй месяц здесь живет, очень довольна работой сиделок, едой и обстановка ее тоже радует. | Отличный пансионат, в котором предусмотрена реабилитация. Собственно, за этим мы сюда и обращались - бабушка нуждается в качественном ЛФК, в пансионате это делать удобнее всего",8,3
"Теплые беседы, пансионат для пожилых людей","Оранжерейная улица, 7",4.9,30,Дома престарелых,55.718791,37.861792,Дом престарелых: 2 100 ₽ | Пансионат для пожилых людей: 2 200 ₽ | Пансионат для пожилых людей в подмосковье: 2 400 ₽ | Частный пансионат для пожилых: 2 250 ₽ | Дом престарелых в подмосковье: 2 100 ₽ | Пансионат для пожилых людей в подмосковье: 2 200 ₽ | Дом престарелых: 2 300 ₽ | Пансионат для пожилых людей: 2 400 ₽ | Дом престарелых: 2 200 ₽ | Пансионат для пожилых людей: 2 300 ₽ | Частный пансионат для пожилых: 2 400 ₽ | Дом престарелых в подмосковье: 2 250 ₽ | Дом престарелых: 2 400 ₽ | Пансионат для пожилых людей: 2 200 ₽ | Пансионат для пожилых людей в подмосковье: 2 150 ₽ | Частный пансионат для пожилых: 2 200 ₽ | Дом престарелых: 2 150 ₽ | Пансионат для пожилых людей в подмосковье: 1 950 ₽ | Частный пансионат для пожилых: 1 900 ₽ | Дом престарелых в подмосковье: 2 000 ₽ | Дом престарелых: 2 500 ₽ | Пансионат для пожилых людей: 2 400 ₽ | Пансионат для пожилых людей в Подмосковье: 2 300 ₽ | Дом престарелых Долгопрудный: 1 800 ₽ | Пансионат для пожилых реутов: 2 250 ₽ | Дом престарелых реутов: 2 150 ₽ | Пансионат для пожилых людей реутов: 2 350 ₽ | Восток дом престарелых: 2 150 ₽ | Пансионат для пожилых реутов: 2 350 ₽ | Частный пансионат для пожилых реутов: 2 100 ₽ | Частный пансионат для пожилых реутов: 2 100 ₽ | Дом престарелых реутов: 2 200 ₽ | Пансионат для пожилых людей реутов: 2 300 ₽ | Восток дом престарелых: 2 100 ₽ | Частный пансионат для пожилых реутов: 2 200 ₽ | Пансионат для пожилых реутов: 2 300 ₽ | Дом престарелых реутов: 2 150 ₽ | Пансионат для пожилых людей реутов: 2 250 ₽ | Восток дом престарелых: 2 350 ₽ | Частный пансионат для пожилых реутов: 2 100 ₽ | Пансионат для пожилых реутов: 2 200 ₽ | Дом престарелых реутов: 2 300 ₽ | Пансионат для пожилых людей реутов: 2 350 ₽ | Пансионат для пожилых реутов: 2 450 ₽ | Восток дом престарелых: 2 550 ₽ | Частный пансионат для пожилых реутов: 2 350 ₽ | Пансионат для пожилых реутов: 2 450 ₽ | Дом престарелых реутов: 2 550 ₽ | Пансионат для пожилых людей реутов: 2 300 ₽ | Восток дом престарелых: 2 400 ₽,15,"Мне даже обидно иногда бывает. Я за бабулей ухаживаю на совесть, а она мне все в пример ставит, что и убирают тут каждый день, и готовят разнообразнее. Провела в пансионате месяц, пока ремонт был. Вспоминает постоянно. Вот так. | Огромная благодарность всему коллективу ""Теплых бесед""! Наша мама (96 лет, лежачая) прожила здесь год. Дома мы не справлялись, появились пролежни. Тут их вылечили, постоянно обрабатывают кожу, меняют положение. Удивительная чистота в палатах, нет неприятных запахов. Это очень нелегкий, но очень нужный труд. Спасибо сиделкам. Вы дарите нам спокойствие, а нашим родным - заботу. | Мы живем 5 месяцев. Бабуля стала бодрее! Аниматоры, досуг, прогулки. Дома она бы не выходила вообще. Огромное спасибо сиделке Оле! | Полноценный уход и контроль предписаний врача. Пришли с карточкой, заведующая все изучила, одобрила. Сейчас состояние неплохое для нашего диагноза (диабет 2 типа). Не уверена, что дома бы справились. | Уже почти год, как мама с деменцией живет в Теплых беседах в Реутове. Благодаря постоянной заботе персонала она прекрасно себя чувствует, выглядит свежей и бодрой, даже чем была дома. Здесь созданы все условия для комфортного проживания таких постояльцев. Но самое ценное это атмосфера. Праздники, творческие занятия (поделки, оригами, даже акварель), регулярная лечебная физкультура. Все это помогает маме по-настоящему жить и радоваться каждому дню. От всей души благодарю коллектив за ваш професси | Нам нужно было место со специальными матрасами для лежачих. Не смотрите, что снаружи скромно. Оборудовано отлично. Кровати здесь современные, удобные. У персонала полное описание проблемы, что можно и что нельзя. Они следят за нагрузками. Вовремя помогут сесть или отправят отдыхать. | Здравствуйте! Несколько лет моя бабушка находилась в этом пансионате, и я очень благодарна за уход, который ей тут оказывали. Забота и внимательность персонала к пожилым людям бесценны. Огромное спасибо вам, девочки, за все что вы делали и делаете каждый день. | У бабушки рассеянный склероз, одну её оставлять нельзя. В Теплых беседах организована система ухода которой можно доверять. Полный контроль, на территории камеры да и за друг другом бабушки следят. Да и сотрудники не оставляют без присмотра. Сотрудники кстати, очень вежливые, все фиксируют, всегда на связи. Бабуля окружена вниманием. Это не просто пансионат, это почти домашние условия только с профессиональным присмотром. | Папа перенес инсульт, реабилитация затянулась, а меня уже перед выбором поставили, что уволят, если отпуск еще затянется. Решила, что зарплату терять нельзя и решилась на проживание в пансионате. Разместили в просторной комнате, питание диетическое. Много занятий, упражнений. Прогресс, хоть небольшой но заметен. Пока мы договорились на три месяца, дальше по обстоятельствам. | Мой дедушка всегда был настоящим заводилой, бойцом - на него вся семья смотрела с восхищением. Но потом случился инсульт, и восстановление пошло тяжелее, чем мы думали. Он злился на нас, потому что не хотел казаться слабым перед близкими. И вот Теплые беседы стали для нас настоящим спасением. Ему там психологически проще, а мы спокойны, что он под присмотром. | За безопасность отдельное спасибо. Двери с блокировкой, видеонаблюдение круглосуточное, персонал внимательный, никто не уходит незамеченным. Можно не переживать. А то после трех побегов (два из дома и последнего из больницы !!в одном белье!!) я спать не могла уже. | Наша бабушка самостоятельно решила переехать в пансионат, мы ее даже отговаривали. Не знаю, где конкретно ей про реутовский рассказали, но четко потребовала именно туда, помогли только с оформлением и переездом. Она всю жизнь проработала начальником, возможно, ей не хочется показывать перед по сути посторонними людьми свою немощность. А там она все-таки чувствует себя клиентом, который оплачивает услугу и может что-то требовать. Не знаю, что ее сподвигло, но условия действительно неплохие. Мы ре | Бабушка у нас сама попросилась в пансионат. У нее подругу родственники устроили, и она прямо загорелась идеей. Подумали и согласились, к нам она все равно переезжать отказывается. Бабушка в пансионате с марта этого года, отзывается с восторгом. Уход отличный, за что отдельное спасибо сиделкам. Регулярно проводят ЛФК, она также старается больше гулять. Мы с бабушкой довольны пансионатом. | У нас бабушка сама просилась в пансионат. У нее знакомая из Самары в свое время переехала в подобное заведение, они постоянно созванивались, той очень нравилось. Потому что дома постоянный шум, дети, собака. А в пансионате хотя бы тишина и соответствующие развлечения. Они весь карантин прообщались по скайпу. А когда у бабушки совсем с ногами плохо стало, что она почти перестала выходить, сама эту тему завела, что переехать бы. Наверно так лучше. Нам дороговато, конечно, но стараемся. Ей нравится | В этот раз оформили уже на постоянку, предоплата за год получается прилично выгоднее. До этого оплачивали помесячно, мама привыкла, все нормально.",18,5
"Опека, пансионат Опека Щукинский","улица Габричевского, 5 к10",4.9,29,Дома престарелых,55.815441,37.455045,"5-местное: 5 100 ₽ | 4-местное: 5 750 ₽ | 3-местное: 6 500 ₽ | 2-местное: 7 700 ₽ | 1-местное: 11 700 ₽ | 1-местное Комфорт: 13 000 ₽ | 1-местное ""Всё включено"": 18 200 ₽ | Восстановление после инсульта: 11 000 ₽ | АВП для пациентов с хронической сердечной недостаточностью: 11 000 ₽ | АВП для пациентов с когнитивными нарушениями: 11 000 ₽ | Паллиативная помощь и выхаживание: 11 000 ₽ | Программа восстановительного лечения: 11 000 ₽ | Восстановление после перелома шейки бедра: 11 000 ₽",15,"Мама 89 лет, живёт в «Щукинском» полгода. Перевезли, потому что стала терять память, оставлять одну было опасно. Здесь она в безопасности, под круглосуточным присмотром. Очень благодарна медсёстрам - они такие тёплые, заботливые, всегда найдут подход, даже когда мама капризничает. Повара готовят вкусно, мама ест с удовольствием, хотя дома приходилось уговаривать. Врач Федянина Наталья Адольфовна внимательно следит за состоянием, на все вопросы отвечает подробно. Управляющая всё организует чётко. | Бабушка 89 лет, стала терять память, перестала узнавать родных. Мы не могли оставлять её одну. В пансионате она в безопасности, за ней ухаживают, кормят, поят. Мы приезжаем каждые выходные. Бабушка нас не узнаёт, но улыбается и радуется. Главное, что она спокойна и ухожена. Спасибо вам огромное. | Долго не могли найти место, где согласились бы взять бабушку с болезнью Альцгеймера. Многие отказывались, говорили, что сложно. Здесь взяли и окружили таким теплом, что мы просто счастливы. За бабушкой наблюдают врачи, её не обижают, вовремя кормят, следят за гигиеной. Отдельное спасибо за тёплое отношение. чувствуется, что люди работают не из-за денег, а по призванию. | Очень пожалела, что обратилась в это ужасное заведение. Здесь за деньги гробят людей!
Хотите побыстрее избавиться от своих больных родных, обращайтесь в эту опеку!
В приоритете у них только деньги!
За 21 день муж сильно похудел , держали впроголодь, чтобы не менять часто памперсы , за этот период помыли один раз, от грязи заработал гангрену ноги, , после этой опеки сразу попал в госпиталь, предстоит ампутация пальцев ноги, а может и стопы. Не ведитесь на положительные отзывы, плохие убирают! | Сам привез бабушку в пансионат ей 92, плохо ходит, еще и диабет. Я на работе весь день, а дома обеспечить нужный уход невозможно. Здесь же полный контроль сахара, уколы по расписанию, еда по диете. И она, представляете, стала лучше себя чувствовать, даже просит привезти вязание. | Устроили маму после больницы она перенесла тяжелую операцию на кишечнике. Дома было бы тяжело с уходом, поэтому выбрали пансионат. Очень довольны условиями. Круглосуточно рядом медики, диетическое питание, чистота. А главное нет равнодушия. Каждый день звонят, рассказывают, как она себя чувствует. 🧡 | Очень понравился подход к моему дедушке. У него деменция, и в последние месяцы дома уже не справлялись. Здесь его приняли спокойно, не осуждают, терпеливо помогают. Дед теперь стал даже улыбаться, иногда вспоминает какие-то моменты. Питание ему подходит, спит спокойно. Видно, что о нем заботятся) Сиделки вовремя реагируют на все) | Нашли место для бабушки на короткий срок, пока мы уезжали. Пансионат оказался очень уютным, персонал отзывчивый. Даже после нашего возвращения бабушка решила остаться там говорит, ей комфортнее среди людей, чем одной в квартире. Теперь навещаем ее, и видим, как она посвежела. | Папа после инсульта речь нарушена, движения слабые. В пансионате сделали все возможное, чтобы он начал заново учиться говорить. Ходит на занятия с логопедом, много гуляет. Медсестры терпеливые, не торопят, все объясняют. Сейчас стал увереннее, хотя еще долго восстанавливаться. Спасибо, что помогаете не сдаваться. | Обратилась сюда по совету подруги, у которой бабушка жила в этом пансионате после перелома. У нас похожая ситуация была мама упала, сломала шейку бедра. Нам сразу предложили реабилитацию с персональным подходом, врачи достойные правда, грамотно лечат. Сейчас уже встает на ходунки, хотя еще недавно была полностью лежачей. Питание вкусное, к маме всегда кто-то заглядывает. Я спокойна. | Обратилась сюда по рекомендации сестры - у нее бабушка мужа здесь жила достаточно долго. И вот теперь здесь живет наша с ней бабушка, так как увы она теперь лежачий больной. Сами мы уход за ней не потянули бы из-за работы, а здесь о ней заботятся как надо. | Все неплохо в целом, хотя я изначально сомневался, когда жена предложила мою бабушку туда определить вместо того, чтобы забрать ее к нам домой. Но у нее был уже опыт ухода за лежачим больным, это трудно, и я доверился. Пока что не жалеем, нас устраивает качество оказания услуг. | Изначально дедушка здесь жил в формате дневного пребывания, но болезнь стала забирать больше сил, и мы приняли решение о переходе на полный день. По цене все еще доступно, но мы спокойны - присмотр очень качественный, персонал всегда идет навстречу, дедушка ни разу ничего плохого не сказал ни про одного сотрудника, даже наоборот - хвалит периодически, хотя мы особо его не спрашиваем об этом сейчас. | Условия отличные для такого ценника - он не самый маленький, но и не огромный, соответствует всем моим требованиям. Нравится, что сиделок много по ощущениям - дедушка не остается без присмотра, это для меня тоже очень важно. Руководство тоже приятное, на все вопросы без проблем отвечает всегда | Обращались по поводу восстановления после перелома. Рекомендовал врач. Бабушке 96 лет, на минуточку, плюс есть проблемы с соединительной тканью в силу возраста и здоровья. Восстановление прошло успешно, бабушка снова на ногах! Результат получили в обещанные сроки, это очень здорово, что есть такие специалисты! По ценам не дешево, но надо понимать, что индивидуальные реабилитологи с нас больше запрашивали, вот и думайте.",11,8
"Опека Алтуфьевский, пансионат","улица Лескова, 6Б",4.8,27,Дома престарелых,55.896795,37.593452,"5-местное: 5 100 ₽ | 4-местное: 5 750 ₽ | 3-местное: 6 500 ₽ | 2-местное: 7 700 ₽ | 1-местное: 11 700 ₽ | 1-местное Комфорт: 13 000 ₽ | 1-местное ""Всё включено"": 18 200 ₽ | Восстановление после инсульта: 11 000 ₽ | АВП для пациентов с хронической сердечной недостаточностью: 11 000 ₽ | АВП для пациентов с когнитивными нарушениями: 11 000 ₽ | Паллиативная помощь и выхаживание: 11 000 ₽ | Программа восстановительного лечения: 11 000 ₽ | Восстановление после перелома шейки бедра: 11 000 ₽",15,"Живу в другом городе, а бабушка в пансионате. Всегда могу позвонить, узнать, как она, что ела, что делала. Ни разу не пожалела, что выбрали именно это место. Здесь о ней заботятся. Еще и кормят очень вкусно😋 Поварам спасибо | После смерти бабушки дедушка очень замкнулся. Мы думали, как бы его поддержать. Пансионат стал для него как новый этап у него появились друзья, он играет в шахматы, занимается гимнастикой. Психолог с ним работает, настроение заметно улучшилось. | Очень помогла патронажная служба. Приезжала сиделка к дедушке каждый день, пока не решили, что пора на круглосуточный уход. Сначала было страшно доверить чужим, а теперь сами рекомендуем друзьям. Уход отличный, питание сбалансированное, дед спокоен 😊 | Тётя здесь уже 9 месяцев. У неё проблемы с сердцем и диабет, нужна постоянная диета, контроль сахара. Всё соблюдается, никаких срывов. Комната у неё уютная, не общежитие, а как в доме отдыха. | После перелома шейки бедра у тёщи были осложнения. Выбрали этот пансионат из-за наличия врачей и круглосуточного ухода. Персонал опытный, даже в тяжёлых ситуациях не теряется. Очень внимательные сиделки, врачи грамотные Сейчас она уже садится, начал возвращаться аппетит. 🙌 | Сестра оформила бабушку в пансионат временно, пока была в командировке. Нам всё понравилось и еда, и досуг, и комнаты, и атмосфера. Теперь подумываем оставить её здесь на постоянку, ей там правда хорошо. | Изначально пользовался Умной Опекой, а когда дедушке стало совсем трудно передвигаться самостоятельно, предложил ему переехать ко мне. Он отказался конечно же, так как не хочет жить, цитирую, “в клетке на 19 этаже”)) Опека стала отличной альтернативой - я знаю, что все в порядке, дед под присмотром, а он не сидит в клетке) Гулять ходит, общается, сиделки рядом - всегда могут помочь без проблем. | У меня в целом претензий нет, минус только один - что не сразу поселили в отдельную палату, как мы и хотели. Но тут на самом деле все просто, мест не было, а в другом пансионате нам было бы неудобно посещать бабушку. Но через буквально 1,5 месяца смогли выделить палату по запросу, все хорошо. | Все хорошо, у нас непростой случай - у бабушки деменция, затем еще и инсульт случился. Комбо собрали( Но о ней здесь заботятся хорошо, это видно по ее состоянию. От всей души рекомендую | Друзья достаточно долго отговаривали меня от пансионата, мол, как ты можешь бабушку сюда сдать. Но конечно никто мне не советовал совмещать тяжелую работу с уходом за лежачей бабушкой. Отдавал конечно с чувством вины, но теперь вижу, что нам обоим так лучше. | Я так рада, что такое сейчас есть! Помнится, когда была еще ребенком, такого сервиса для пожилых не было - помню отлично, как родители пытались найти пансионат для прадедушки, и не могли. А сейчас такой сервис! Опека в этом плане впереди многих. Приятно общаться с ними, понимаешь, что есть все необходимые услуги, есть медицинская помощь. | Надеялась, что получится бабушку забрать к себе, но решили с мужем разводиться, началась дележка имущества, стресс, сами понимаете - нервов хватало, и бабушку в такую обстановку просто не было смысла забирать. Но одной ей было уже тяжело, предложила Опеку на время моих разборок с мужем. В итоге я развелась, купила себе отдельную просторную квартиру, а бабуля сказала, что в общем-то и не хочет, ей и в Опеке хорошо. Вот вам и отзыв) | Переживала из-за пролежней, что могли бы случиться, если я доверю бабушку свою пансионату, но слава богу все в порядке, вот уже полгода как все хорошо. | Изначально Опека подбирала нам сиделку- в патронажную службу обращалась. На тот момент дедушке требовалась просто небольшая помощь. Но возраст взял свое, и вот уже мы поняли, что он просто не в состоянии заботиться о себе, помощь нужна круглосуточная. Решили обратиться в пансионат. Вот уже четыре месяца дедушка здесь живет, и это лучшее решение - он доволен и говорит, что о нем хорошо заботятся, а мы спокойны за него. | От всей души благодарю ваших реабилитологов, дважды поставили дедушку на ноги после инсульта. Честно говоря, во второй раз я даже не надеялся на нормальный результат, просто хотел хотя бы относительно восстановить его состояние. В итоге дедушка сам ходит, с горем пополам, но сам, ухаживает за собой, еще и говорит понятно. Это успех!",13,3
"Идиллия, пансионат для пожилых людей","Большая Филёвская улица, 11",4.9,26,Дома престарелых,55.748984,37.502041,,15,"Размещали в Идиллии отца после инфаркта. Выбирали именно центр с медицинской лицензией и наличием реабилитационых программ. Здесь очень сильная команда врачей: кардиолог, терапевт, реабилитолог работали в связке. Папа не только восстановился физически, но и морально, помогли психологи. Цена, конечно, выше, чем в Подмосковье, но оно того стоит: своя территория в парке, идеальная чистота, папа жил в уютной одноместной комнате. За его состоянием круглосуточно следили. Для нас, детей, главное - спок | Поначалу хотели отложить поездку на праздники, потому что у нас бабуля 89 лет. Она еще молодцом, на ходу как говорится, но присмотр нужен. Друзья, с которыми мы должны были ехать, рассказали нам про медицинский центр Идиллия. Мы заранее туда съездили, все посмотрели, благо локация удобная. Условия проживания в центре вполне комфортные. Главврач, мед и другой персонал произвели благоприятное впечатление. Главное ежедневный уход, контроль давления, сахара, прием лекарств. Комната на одного, тревож | Перелом шейки бедра в 85 лет у бабушки. Мы с мамой если честно, думали что это уже приговор. На операцию её не взяли, полежала в больнице и выписали домой. Хорошо что мужу посоветовали этот пансионат! В Идиллии нашу бабулю буквально поставили на ноги! Когда привезли её, общались с врачом реабилитологом, они нам рассказали как будет проходить реабилитация. Заниматься с бабулей начали сразу, как перевезли ее из больницы. Занятия в зале ЛФК были два раза в день, присылали нам видео - мы не верили с | У мамы деменция. Прогрессирует достаточно быстро. Я работаю и не могу обеспечить ей постоянный присмотр. Поэтому с мужем решили найти хороший пансионат для мамы, чтобы она была под присмотром. По совету знакомых обратились в пансионат Идиллия. Здесь все понравилось с первого раза. Отличное месторасположение на западе Москвы, мы можем навещать маму на выходных. Хорошие номера оборудованные всем необходимым. Шестиразовое питание и развлекательные программы. А самое главное постоянный присмотр, осм | Отцу требовался особый уход после инсульта. Выбрали Идиллию, потому что здесь нам предложили полноценную программу реабилитации именно при неврологических заболеваниях, общались с главным врачом, Евгением Николаевичем, он сам доктор с большим опытом, рассказал нам всё от и до про пансионат, проживание, реабилитации. Прекрасная организация: от заселения до выписки всё четко. С отцом постоянно работала целая команда врачей и других специалистов, логопед, психолог. Поначалу папа жаловался на питани | Огромная благодарность коллективу пансионата «Идиллия» за их высокопрофессиональный подход под руководством Василия Евгеньевича Покровского! Внимательное отношение, терпение, чуткость и заботу коллектив проявлял М.Ф. Благодарю инструктора ЛФК Максима Владимировича, массажиста Максима, Алину, Андрея, Инну, доктора Екатерину Алексеевну, психолога Фариду, чуткого, внимательного отзывчивого человека, Евгению, Наталью за оперативные решения всех вопросов | Огромная благодарность коллективу пансионата «Идиллия» за их высокопрофессиональный подход под руководством Василия Евгеньевича Покровского! Внимательное отношение, терпение, чуткость и заботу коллектив проявлял М.Ф. Благодарю инструктора ЛФК Максима Владимировича, массажиста Максима, Алину, Андрея, Инну, доктора Екатерину Алексеевну, психолога Фариду, чуткого, внимательного отзывчивого человека, Евгению, Наталью за оперативные решения всех вопросов | Лучшее место для пожилых людей! Отзывчивые добрые сестры, сиделочки. Насыщенная программа, прекрасное питание. Всего 2,5 недели оказалось достаточно чтобы дедушка стал лучше соображать и разговаривать при болезни Альцгеймера. Большая благодарность врачу Альфие Рашидовне и медсестре Изабелле! И, конечно, руководству, а также Лидии и Марине, присылающей прекрасные фотоотчеты! Будем рады еще оказаться у вас! | Мне довелось пройти в «Идиллии» курс реабилитации после операции по восстановлению функций шейки бедренного сустава, выполненной в больнице №31.

В ходе реализации курса были задействованы многие сотрудники Центра, представляющие различные направления деятельности (условно): медико-сервисную, лечебную физкультуру, питание пациентов. По линии медико-сервисной деятельности особо хотелось бы отметить доброжелательность и чуткость персонала, внимание к течению реабилитации, профессионализм и монитор | Я, Копытова Галина Ивановна, благодарю коллектив пансионата «Идиллия» за высокий профессионализм в работе, за теплое, заботливое отношение к резидентам. Мы чувствуем заботу, внимание, понимание. Нам здесь уютно, созданы домашняя обстановка, заботливый уход, вкусное питание, интересный досуг.
В общем, мне все очень-очень понравилось. Приеду еще обязательно и порекомендую друзьям и знакомым. Спасибо большое, большое, и так держать! | «Я, Ираида Владимировна Квижинадзе – Заслуженная актриса Грузинской ССР, т.е. Грузии, хочу выразить признательность персоналу пансионата «Идиллия» за внимательное, добросовестное отношение к своим клиентам, за понимание, терпение и великодушие. Хочу особо отметить всю команду реабилитологов во главе строгого, но удивительного Максима Владимировича, а также Димочку, Андрея и Инночку. Спасибо, Спасибо!

А также психолога Фариду за участие и понимание. Хочу от души сказать спасибо за внимательное о | Ужасное место. Берегите своих близких.
Из плюсов: красивый ресепшен, приветливый персонал.
В остальном одни минусы:
1. Не пускают к проживающим! Если Вы хотите повидать своего родственника, то это будет не просто, надо прийти на ресепшен, оформить заявку и его выведут в комнату свиданий! А Вам надо сделать тест на ковид, на красивом ресепшен он стоит 2500т.
В палаты родственникам вход запрещен (говорят ради сохранения стерильности, но не сложно догадаться какую выгоду преследует пансионат)
2. До | В пансионате проходила реабилитацию мама, 80 лет, после перелома шейки бедра. За 21 день маму научили ходить с палкой и с ходулями, ЛФК на хорошем высоком уровне, насколько я поняла из рассказов мамы, все тренера внимательные и отзывчивые. Есть неплохой уход за лежачими. Есть особенность - внутрь не пускают родственников, только если на прогулку, обязателен тест на ковид (покупали свои, так дешевле).
